Pathways	Ontology - direct parents of entity	Ontology - pathway type
PWY-7228	Purine-Nucleotide-De-Novo-Biosynthesis // Super-Pathways	Nucleotide-Biosynthesis // Super-Pathways
PWY-8254	Bile-Acids-Degradation	CARBOXYLATES-DEG // Fatty-Acid-and-Lipid-Degradation
PWY-7014	Paromamine-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7873	Aldonate-Degradation	CARBOXYLATES-DEG
PWY-6876	Energy-Metabolism	Energy-Metabolism
PWY-6558	Glycosaminoglycans-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Pathways
PWY-3462	PHENYLALANINE-SYN	Amino-Acid-Biosynthesis
PWY-5476	ELLAGITANNINS	AROMATIC-COMPOUNDS-BIOSYN
PWY-7636	C40-Carotenoids-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7133	FLAVONOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-5025	Auxin-Biosynthesis	HORMONE-SYN
P163-PWY	Acetate-Formation // Acetyl-CoA-Butyrate // LYSINE-DEG	Energy-Metabolism // Amino-Acid-Degradation
DARABCATK12-PWY	D-Arabinose-Degradation	Carbohydrates-Degradation
PWY-5920	Heme-b-Biosynthesis // Super-Pathways	Cofactor-Biosynthesis // Tetrapyrrole-Biosynthesis // Super-Pathways
HOMOSER-THRESYN-PWY	THREONINE-BIOSYNTHESIS	Amino-Acid-Biosynthesis
PWY-6157	Autoinducer-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7981	Protein-Glycosylation	Carbohydrates-Biosynthesis // Protein-Modification // Glycan-Pathways
XYLCAT-PWY	Xylose-Degradation	Carbohydrates-Degradation
PWY-6992	Sugars-And-Polysaccharides-Degradation	Carbohydrates-Degradation
PWY-5120	GGPP-Biosynthesis	Polyprenyl-Biosynthesis
PWY-6945	Cholesterol-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7835	Sphingolipid-Biosynthesis // Super-Pathways	Lipid-Biosynthesis // Super-Pathways
PWY-8018	Itaconate-Biosynthesis	Carboxylate-Biosynthesis
PWY-2721	Trehalose-Degradation	Carbohydrates-Degradation
PWY66-423	Metabolic-Regulators	Metabolic-Regulators
PWY-7867	CoB-CoM-Reduction	Cofactor-Biosynthesis
PWY-6950	PHYTOALEXIN-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	Protocatechuate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7626	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8288	Carbofuran-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY0-42	Methyl-Citrate-Cycle	CARBOXYLATES-DEG
PWY-7443	MONOTERPENOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7561	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5890	Menaquinone-Biosynthesis	Cofactor-Biosynthesis
PWY-7661	Protein-Glycosylation	Carbohydrates-Biosynthesis // Protein-Modification // Glycan-Pathways
PWY-7000	Antibiotic-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways
PWY-8112	Factor-420-Biosynthesis	Cofactor-Biosynthesis
PWY-8325	Glycine-Betaine-Degradation	AMINE-DEG
PWY-6284	Super-Pathways // Unsaturated-Fatty-Acids-Biosynthesis	Lipid-Biosynthesis // Super-Pathways
PWY-7726	PUFA-Biosynthesis	Lipid-Biosynthesis
PWY-7400	ARGININE-SYN	Amino-Acid-Biosynthesis
CODH-PWY	Autotrophic-CO2-Fixation	C1-COMPOUNDS
PWY-7297	Polyamine-Biosynthesis	Polyamine-Biosynthesis
PWY-6763	AROMATIC-COMPOUNDS-BIOSYN	AROMATIC-COMPOUNDS-BIOSYN
ANAEROFRUCAT-PWY	Fermentation-to-Lactate // Super-Pathways	Energy-Metabolism // Super-Pathways
PWY-6075	Ergosterol-Biosynthesis	Lipid-Biosynthesis
PWY-7820	Cell-Wall-Biosynthesis	Cell-Structure-Biosynthesis
PWY0-981	Taurine-degradation	Noncarbon-Nutrients
PWY-1187	GLUCOSINOLATE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6408	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5459	Methylglyoxal-Detoxification // Super-Pathways	Aldehyde-Degradation // Super-Pathways // Methylglyoxal-Detoxification
PWY-6886	Alcohol-Biosynthesis // Super-Pathways	Energy-Metabolism // Super-Pathways
PWY-5845	Menaquinone-Biosynthesis // Super-Pathways	Cofactor-Biosynthesis // Super-Pathways
PWY-5695	Purine-Degradation	NUCLEO-DEG
PWY-3081	LYSINE-SYN	Amino-Acid-Biosynthesis
PWY-6030	Neurotransmitter-Biosynthesis	HORMONE-SYN
PWY-6178	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY5F9-3233	AROMATIC-COMPOUNDS-DEGRADATION	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8559	Iron-Oxidation	Noncarbon-Nutrients
PWY-2582	Brassinosteroid-Biosynthesis	Lipid-Biosynthesis // HORMONE-SYN
PWY-8529	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS
TOLUENE-DEG-DIOL-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-7109	Macrolides-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5380	CYCLITOLS-DEG // SUGAR-DERIVS	SECONDARY-METABOLITE-BIOSYNTHESIS // CYCLITOLS-DEG
COLANSYN-PWY	Carbohydrates-Biosynthesis // Super-Pathways	Carbohydrates-Biosynthesis // Super-Pathways
PWY-6873	Energy-Metabolism	Energy-Metabolism
PWY-6073	Alginate-Biosynthesis	Carbohydrates-Biosynthesis // Glycan-Pathways
PWY-8407	Toxin-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5271	Abscisic-Acid-Degradation	HORMONE-DEG // SECONDARY-METABOLITE-DEGRADATION
PWY-8251	O-Antigen-Biosynthesis	Carbohydrates-Biosynthesis // Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-5966-1	Fatty-Acid-Biosyn-Initiation	Lipid-Biosynthesis
DETOX1-PWY	REACTIVE-OXYGEN-SPECIES-DEGRADATION	REACTIVE-OXYGEN-SPECIES-DEGRADATION
PWY-8196	O-Antigen-Biosynthesis	Carbohydrates-Biosynthesis // Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-7304	COUMARIN-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY-6467	KDO-Lipid-IV-Transfer	Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-6669	SESQUITERPENOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8342	CoA-Biosynthesis	Cofactor-Biosynthesis
PWY-8097	Lower-Ligand-Biosynthesis	Cofactor-Biosynthesis
LARABITOLUTIL-PWY	Xylitol-Degradation	Alcohol-Degradation // Carbohydrates-Degradation
PWY-5147	Oleate-Biosynthesis	Lipid-Biosynthesis
PWY-7854	CO2-Fixation	C1-COMPOUNDS
PWY-8454	Other-Degradation	Other-Degradation
PWY-7727	Docosahexaenoate-Biosynthesis	Lipid-Biosynthesis
PWY-6091	Chlorobenzene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-7450	ANTHOCYANIN-SYN	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8448	D-Amino-Acid-Degradation	Amino-Acid-Degradation
PWY-7175	C40-Carotenoids-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5662	Glucosylglycerate-Biosynthesis	Metabolic-Regulators
PWY-6019	Purine-Degradation	NUCLEO-DEG
ASPARAGINE-BIOSYNTHESIS	ASPARAGINE-SYN	Amino-Acid-Biosynthesis
PWY-8029	Limonene-Degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-7097	Vanillin-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-2701	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN // Interconversion	Interconversion // AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6446	Benzoate-Biosynthesis // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Super-Pathways
PWY-7154	Ergosterol-Biosynthesis	Lipid-Biosynthesis
ARGDEG-III-PWY	ARGININE-DEG	Amino-Acid-Degradation
PWY-5183	Super-Pathways // TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways
PWY-5431	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways
PWY-5938	Acetoin-Biosynthesis	Energy-Metabolism
PROSYN-PWY	PROLINE-SYN	Amino-Acid-Biosynthesis
PWY-6316	POLYKETIDE-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6994	Pyrrolysine-Biosynthesis	Amino-Acid-Biosynthesis
PWY5F9-12	AROMATIC-COMPOUNDS-DEGRADATION	AROMATIC-COMPOUNDS-DEGRADATION
P281-PWY	Phenolic-Compounds-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways
PWY-3561	Choline-Biosynthesis	Polyamine-Biosynthesis
PWY-5302	Energy-Metabolism // Sulfur-Disproportionation	Energy-Metabolism // Noncarbon-Nutrients
HISTDEG-PWY	HISTIDINE-DEG	Amino-Acid-Degradation
PWY-6385	Peptidoglycan-Biosynthesis // Super-Pathways	Cell-Structure-Biosynthesis // Super-Pathways
PWY-2601	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-7585	Docosahexaenoate-Biosynthesis	Lipid-Biosynthesis
PWY-8041	Fatty-acid-biosynthesis	Lipid-Biosynthesis
PWY-8381	Beta-Lactam-Antibiotics-BioSynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8494	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8080	PYRROLIDINE-ALKALOIDS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5470	ISOQUINOLINE-ALKALOIDS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6537	4-Aminobutyraye-Degradation	AMINE-DEG
PWY-2942	LYSINE-SYN	Amino-Acid-Biosynthesis
PWY-8199	O-Antigen-Biosynthesis	Carbohydrates-Biosynthesis // Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-7289	CYSTEINE-SYN	Amino-Acid-Biosynthesis
PWY1ZNC-1	Assimilatory-Sulfate-Reduction	Noncarbon-Nutrients
PWY-5717	Super-Pathways	Super-Pathways
PWY-6333	Acetaldehyde-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8277	NAD-SYN	Cofactor-Biosynthesis
PWY-7587	Oleate-Biosynthesis	Lipid-Biosynthesis
PWY-8446	SECONDARY-METABOLITE-DEGRADATION	SECONDARY-METABOLITE-DEGRADATION
PWY-5505	GLUTAMATE-SYN // GLUTAMINE-SYN // Metabolic-Clusters // Super-Pathways	Metabolic-Clusters // Amino-Acid-Biosynthesis // Super-Pathways
PWY-301	Cyclohexane-1-Carboxylate-Degradation	CARBOXYLATES-DEG
PWY-5856	Ubiquinone-Biosynthesis	Cofactor-Biosynthesis
RUMP-PWY	Energy-Metabolism // Formaldehyde-Oxidation	Energy-Metabolism // C1-COMPOUNDS
PWY-6409	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8168	Molybdenum-Cofactor-Biosynthesis	Cofactor-Biosynthesis
GALLATE-DEGRADATION-I-PWY	GALLATE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
P4-PWY	IND-AMINO-ACID-SYN // Super-Pathways	Amino-Acid-Biosynthesis // Super-Pathways
PWY-6007	DMNT-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5125	ANTHOCYANIN-SYN	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6977	Macrolides-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways
PWY-5844	Menaquinone-Biosynthesis	Cofactor-Biosynthesis
PWY-6146	Biosynthesis // Super-Pathways	Super-Pathways
PWY-8364	Quinone-Biosynthesis	Cofactor-Biosynthesis
PWY-6061	Sterol-Biosynthesis	Lipid-Biosynthesis
PWY-2781	CYTOKININ-BIOSYNTHESIS	HORMONE-SYN
PWY0-1337	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-8275	Acetyl-CoA-Biosynthesis	Energy-Metabolism
PWY-5397	APOCAROTENOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY3O-440	Acetoin-Biosynthesis	Energy-Metabolism
PWY-6640	Salicylate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-5825	ISOFLAVONOID-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY1A0-6325	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5038	Caffeine-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7828	Carbohydrates-Degradation	Carbohydrates-Degradation
PWY-5365	COUMARIN-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY-3981	Beta-Alanine-Biosynthesis	Amino-Acid-Biosynthesis
PWY-5871	Ubiquinone-Biosynthesis	Cofactor-Biosynthesis
PWY-5796	Carriers-Biosynthesis	Cofactor-Biosynthesis
PWY-7664	Oleate-Biosynthesis	Lipid-Biosynthesis
PWY-7958	Toxin-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5506	Methanol-Oxidation	C1-COMPOUNDS
P165-PWY	Super-Pathways // Urate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways
PWY-723	Other-Degradation	Other-Degradation
PWY-6993	Nicotine-Degradation	Other-Degradation
PWY-6336	Protocatechuate-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
ENTBACSYN-PWY	Siderophores-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways
PWY-1121	Metabolic-Clusters // PLANT-CELL-STRUCTURE	Metabolic-Clusters // Cell-Structure-Biosynthesis
PWY-7222	Guanosine-Deoxy-Denovo-Biosynthesis	Nucleotide-Biosynthesis
PWY0-1576	ANAEROBIC-RESPIRATION // Electron-Transfer	Energy-Metabolism
PWY-6917	Vernolate-Biosynthesis	Lipid-Biosynthesis
PWY-7416	PhosphatidylcholineBiosynthesis	Lipid-Biosynthesis
PWY18C3-3	ALKALOIDS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7186	COUMARIN-SYN // Super-Pathways	AROMATIC-COMPOUNDS-BIOSYN // Super-Pathways
PWY-7111	Alcohol-Biosynthesis // Pyruvate-Degradation	Energy-Metabolism
PWY-7110	Macrolides-Biosynthesis // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways
PWY-8368	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5295	ANTHOCYANIN-SYN	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7715	Super-Pathways	Super-Pathways
PWY-5129	Sphingolipid-Biosynthesis	Lipid-Biosynthesis
PWY-5480	Pyruvate-Ethanol-Fermentation	Energy-Metabolism
PWY-6419	Shikimate-Degradation	CYCLITOLS-DEG
PWY-8248	Lipid-A-core-Biosynthesis	Lipid-Biosynthesis // Carbohydrates-Biosynthesis // Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-6643	Coenzyme-M-Biosynthesis	Cofactor-Biosynthesis
PWY-5907	Homospermidine-Biosynthesis	Polyamine-Biosynthesis
PWY-5116	FLAVANONES-SYN // FLAVONOID-PHYTOALEXINS	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8172	Branched-Fatty-Acids-Biosynthesis	Lipid-Biosynthesis
PWY18C3-13	DITERPENOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY8J2-20	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7919	Protein-Glycosylation	Carbohydrates-Biosynthesis // Protein-Modification // Glycan-Pathways
PWY-7458	ANTHOCYANIN-SYN	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7209	Pyrimidine-Base-Degradation // Pyrimidine-Ribonucleosides-Degradation // Super-Pathways	NUCLEO-DEG // Super-Pathways
PWY-7442	Pigment-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8426	Energy-Metabolism	Energy-Metabolism
PWY-7214	PHENYLPROPANOID-DERIVATIVE-DEG // REACTIVE-OXYGEN-SPECIES-DEGRADATION	AROMATIC-COMPOUNDS-DEGRADATION // REACTIVE-OXYGEN-SPECIES-DEGRADATION
PWY-7259	ANTHOCYANIN-SYN // Glycosylation-Pathways	Other-biosynthesis // AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8157	PHENYLPROPANOID-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY-7660	ALKALOIDS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY1F-467	CINNAMATE-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY-6531	SUGAR-ALCOHOLS-DEG	Alcohol-Degradation // Carbohydrates-Degradation
PWY-8030	ISOQUINOLINE-ALKALOIDS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5631	Beta-Lactam-Antibiotics-BioSynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY66-393	Specialized-Proresolving-Mediators-Biosysthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8202	Hormone-Biosynthesis	HORMONE-SYN
PWY-7999	Vitamin-Biosynthesis	Cofactor-Biosynthesis
NOPALINEDEG-PWY	N-CONTAINING-SECONDARY-CMPD-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-7889	Nucleic-Acid-Processing	Nucleic-Acid-Processing
PWY-7710	Molybdenum-Cofactor-Biosynthesis	Cofactor-Biosynthesis
PWY-7127	Nucleotide-Alditols-Biosynthesis	Nucleotide-Alditols-Biosynthesis
PWY-2301	Cyclitols-Biosynthesis	Cyclitols-Biosynthesis
P222-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM // Sulfide-Oxidation	Energy-Metabolism // Noncarbon-Nutrients
PWY-8351	Fatty-Acid-and-Lipid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-5400	BETALAIN-ALKALOIDS	SECONDARY-METABOLITE-BIOSYNTHESIS
ARG-PRO-PWY	ARGININE-DEG	Amino-Acid-Degradation
PWY-7482	DITERPENOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5260	METHANOGENESIS // Sulfur-Metabolism	Energy-Metabolism // Noncarbon-Nutrients
PWY1G-0	Reductants	Other-biosynthesis
PWY-7153	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7484	DITERPENOID-SYN // TERPENOID-PHYTOALEXINS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7605	ALKALOIDS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
P261-PWY	Coenzyme-M-Biosynthesis	Cofactor-Biosynthesis
CAMALEXIN-SYN	INDOLE-PHYTOALEXIN-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5139	ANTHOCYANIN-SYN	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY2B4Q-7	Lipid-Biosynthesis	Lipid-Biosynthesis
PWY-5652	CARBOXYLATES-DEG	CARBOXYLATES-DEG
PWY-6695	Oxalate-Degradation	CARBOXYLATES-DEG
PWY-7826	ALKALOIDS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8533	Ubiquinone-Biosynthesis	Cofactor-Biosynthesis
PWY-5927	Carveol-Degradation	SECONDARY-METABOLITE-DEGRADATION
PWY-5368	Conjugated-Fatty-Acid-Biosynthesis	Lipid-Biosynthesis
PWY-7483	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5874	Heme-Degradation	Other-Degradation
PWY-7652	Antibiotic-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-1722	C1-COMPOUNDS	C1-COMPOUNDS
PWY-7524	Mevalonate-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8245	Lipid-IV-A-Biosynthesis	Lipid-Biosynthesis // Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-5364	Sulfur-reduction	Noncarbon-Nutrients
BSUBPOLYAMSYN-PWY	Spermidine-Biosynthesis	Polyamine-Biosynthesis
PWY-1881	C1-COMPOUNDS // CHEMOAUTOTROPHIC-ENERGY-METABOLISM	Energy-Metabolism // C1-COMPOUNDS
PWY0-1277	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways
PWY-6277	AIR-Biosynthesis // Super-Pathways	Nucleotide-Biosynthesis // Super-Pathways
PWY-5726	s-Triazine-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6848	FLAVONOID-DEG	SECONDARY-METABOLITE-DEGRADATION
PWY-6940	Eicosapentaenoate-Biosynthesis	Lipid-Biosynthesis
PWY-6117	SPERMINE-SPERMIDINE-DEG	AMINE-DEG
PWY-8020	Xylose-Degradation	Carbohydrates-Degradation
PWY-3881	Sugar-Alcohols-Biosynthesis	Carbohydrates-Biosynthesis
PWY-7199	Pyrimidine-Nucleotide-Salvage	Nucleotide-Biosynthesis
PWY-8210	Halogenated-Aromatics-Biosynthesis	AROMATIC-COMPOUNDS-BIOSYN
PWY-7332	Super-Pathways // UDP-Sugar-Biosynthesis	Carbohydrates-Biosynthesis // Super-Pathways
PWY-8244	O-Antigen-Biosynthesis	Carbohydrates-Biosynthesis // Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-7309	Acrylonitrile-Degradation	Other-Degradation
PWY-7509	Cardiolipin-Biosynthesis // PhosphatidylethanolamineBiosynthesis // Super-Pathways	Lipid-Biosynthesis // Super-Pathways
PWY-8388	ALKALOIDS-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8411	Icosanoid-Metabolism	Lipid-Biosynthesis
PWY-7056	COUMARIN-SYN // Interconversion	Interconversion // AROMATIC-COMPOUNDS-BIOSYN
PWY-5415	Catechol-Degradation // Super-Pathways	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways
PWY-7944	C50-Carotenoids-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7292	Fatty-Acid-Degradation	Fatty-Acid-and-Lipid-Degradation
PWY-7874	Aldonate-Degradation	CARBOXYLATES-DEG
PWY-6436	MONOTERPENOID-SYN	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8237	O-Antigen-Biosynthesis	Carbohydrates-Biosynthesis // Cell-Structure-Biosynthesis // Glycan-Pathways
PWY-7139	Glycosylation-Pathways // LIGNAN-SYN	Other-biosynthesis // AROMATIC-COMPOUNDS-BIOSYN
PWY-43	Putrescine-Biosynthesis	Polyamine-Biosynthesis
SERDEG-PWY	SERINE-DEG	Amino-Acid-Degradation
PWY-6660	SECONDARY-METABOLITE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-6318	PHENYLALANINE-DEG	Amino-Acid-Degradation
TRPSYN-PWY	TRYPTOPHAN-BIOSYNTHESIS	Amino-Acid-Biosynthesis
PWY-7137	FLAVONOL-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY-4381	Fatty-Acid-Biosyn-Initiation	Lipid-Biosynthesis
ARGSPECAT-PWY	Polyamine-Biosynthesis	Polyamine-Biosynthesis
PWY-7471	D-Carnitine-Degradation	AMINE-DEG
PWY-6908	Thiamin-Diphosphate-Biosynthesis	Cofactor-Biosynthesis
PWY0-1335	AEROBIC-RESPIRATION // Electron-Transfer	Energy-Metabolism
PWY8J2-25	Sulfur-Metabolism	Noncarbon-Nutrients
PWY-7631	LIGNAN-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY-6086	Chloroaromatic-Compounds-Degradation	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG
PWY-6686	Mannosylglucosylglycerate-Biosynthesis	Metabolic-Regulators
PWY-8370	Siderophores-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-8004	Entner-Duodoroff-Pathways // Sugars-And-Polysaccharides-Degradation // Super-Pathways	Energy-Metabolism // Carbohydrates-Degradation // Super-Pathways
TOLUENE-DEG-CATECHOL-PWY	TOLUENE-DEG	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8305	AROMATIC-COMPOUNDS-DEGRADATION	AROMATIC-COMPOUNDS-DEGRADATION
PWY-8130	5-Deoxyadenosine-Degradation	NUCLEO-DEG
PWYQT-4427	Lipid-Biosynthesis	Lipid-Biosynthesis
GAMMAHEXCHLORDEG-PWY	CHLORINATED-COMPOUNDS-DEG	CHLORINATED-COMPOUNDS-DEG
PWY0-881	Fatty-acid-biosynthesis // Super-Pathways	Lipid-Biosynthesis // Super-Pathways
PWY-6765	Hydrogen-Production	Energy-Metabolism
PWY-5110	PYRROLIDINE-ALKALOIDS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-7946	C50-Carotenoids-Biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY18C3-6	ALKALOIDS-SYN // Super-Pathways	SECONDARY-METABOLITE-BIOSYNTHESIS // Super-Pathways
PWY-7799	Metabolic-Clusters // Protein-Modification	Metabolic-Clusters // Protein-Modification
PWY-116	LIGNIN-SYN // PHENYLPROPANOID-DERIVATIVE-DEG	AROMATIC-COMPOUNDS-BIOSYN // AROMATIC-COMPOUNDS-DEGRADATION
TRNA-CHARGING-PWY	Aminoacyl-tRNAs-Charging // Metabolic-Clusters	Metabolic-Clusters // Aminoacyl-tRNAs-Charging
PWY-7780	Hydrocarbon-Degradation	Hydrocarbon-Degradation
PWY-8518	Fluorescence	Fluorescence
PWY-2002	ISOFLAVONOID-PHYTOALEXINS // ISOFLAVONOID-SYN	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
SUCROSEUTIL2-PWY	SUCROSE-DEG	Carbohydrates-Degradation
PWY-7260	ANTHOCYANIN-SYN	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5793	FLAVONE-SYN	AROMATIC-COMPOUNDS-BIOSYN
PWY-7865	CoB-CoM-Reduction	Cofactor-Biosynthesis
PWY-7650	LIPOPEPTIDE-BIOSYNTHESIS	SECONDARY-METABOLITE-BIOSYNTHESIS
PWY-5429	Xylene-Degradation	AROMATIC-COMPOUNDS-DEGRADATION
PWY-6614	Folate-Biosynthesis	Cofactor-Biosynthesis
LACTOSEUTIL-PWY	LACTOSE-DEG	Carbohydrates-Degradation
